Price,Year,Mileage,City,State,Vin,Make,Model
23988,2013,44980,Costa Mesa, CA,WAULFAFR2DA034090,Audi,A52.0T
20999,2013,36184,Windsor, CO,5TDYK3EHXDS093853,Toyota,Highlander4X2
39499,2016,20298,Johnson City, TN,5TFDW5F10GX494780,Toyota,Tundra
29000,2014,74028,Jersey City, NJ,2C3CDXEJ2EH144992,Dodge,ChargerSRT8
16095,2016,35400,Tampa, FL,3VWD67AJ1GM261058,Volkswagen,Jetta
5900,2009,66881,Fairfield, Oh,WMEEK31X19K217685,smart,fortwo2dr
10990,2013,53963,Louisville, TN,1FADP3F23DL244131,Ford,FocusSedan
12985,2011,121880,Kernersville, NC,WDCGG8HB0BF531031,Mercedes-Benz,GLK-Class4MATIC
12000,2012,116670,Fairless Hills, PA,2GKFLTEK5C6252968,GMC,TerrainAWD
19998,2015,13263,Memphis, TN,1G11G5SXXFF187768,Chevrolet,Malibu2LTZ
15395,2017,4445,Downey, CA,3N1AB7AP6HY261916,Nissan,SentraS
19892,2014,16345,Greenville, TX,5XYZU3LB6EG174599,Hyundai,Santa
19995,2014,71981,Highland Park, IL,WDDSJ4GB2EN125716,Mercedes-Benz,CLA-ClassCLA250
18696,2013,44771,Woodbridge, VA,WDDGF4HB9DA767992,Mercedes-Benz,C-ClassC250
12475,2015,48245,Missoula, MT,3N1AB7APXFL657471,Nissan,SentraS
19000,2016,29279,Baltimore, MD,3CZRU6H32GM719197,Honda,HR-VAWD
10499,2011,94771,Fremont, CA,WBAPH5G51BNM73608,BMW,3
21526,2014,27294,Aurora, OH,2C4RC1CG6ER252071,Chrysler,Town
23890,2015,27682,Plano, TX,WBA3A5C53FF610069,BMW,3
14994,2013,26412,Chandler, AZ,3VW5P7AT0DM800395,Volkswagen,Beetle
13869,2015,33860,Davie, FL,2HGFG3B55FH526470,Honda,Civic
14499,2017,10061,Baton Rouge, LA,1G1BE5SM7H7122857,Chevrolet,CruzeSedan
21500,2014,33484,Dallas, TX,1GCRCPEH8EZ178439,Chevrolet,Silverado
4500,2008,163874,Loves Park, IL,1D8HN54P48B178472,Dodge,Grand
18194,2015,3823,New Rochelle, NY,1N4AL3AP9FN876821,Nissan,Altima2.5
13590,2008,154361,Colorado Springs, CO,6G2EC57Y78L988479,Pontiac,G84dr
28495,2016,3657,Cincinnati, OH,5N1AT2MV9GC845401,Nissan,RogueSL
12495,2014,41714,Philadelphia, PA,2T1BURHE6EC187887,Toyota,CorollaLE
19995,2014,34572,Schaumburg, IL,5J6RM4H51EL074952,Honda,CR-VEX
12995,2013,99850,Crest hill, IL,2FMDK4JC0DBB02586,Ford,EdgeSEL
8800,2005,54269,Virginia Beach, VA,1LNHM82W55Y644282,Lincoln,Town
28000,2013,81435,Brunswick, GA,JTEBU5JR0D5139878,Toyota,4Runner4x4
9990,2012,90491,Walla Walla, WA,3N1CN7AP4CL847374,Nissan,Versa4dr
6995,2005,90684,Williston, VT,JTDKB20U253100351,Toyota,Prius5dr
27482,2017,5272,Augusta, GA,1FA6P8TH5H5207977,Ford,MustangEcoBoost
18995,2013,61390,Atlanta, GA,WDDKJ5KB2DF210903,Mercedes-Benz,E-ClassE350
21995,2014,17120,Ridgeland, MS,1N4AA5AP4EC495681,Nissan,Maxima3.5
38987,2017,3469,Millington, TN,3C6RR7LT9HG508588,Ram,1500Big
17250,2015,27816,Salisbury, MD,KNMAT2MV7FP523948,Nissan,RogueSL
14408,2014,30176,Lancaster, MA,1C3CDFEB0ED826592,Dodge,DartGT
29291,2015,36713,Humble, TX,1FTEW1CP9FKE20307,Ford,F-1502WD
13999,2016,8833,Tempe, AZ,1C3CDFBB1GD729005,Dodge,DartSXT
13499,2014,27709,Concord, NC,3VWD17AJXEM274449,Volkswagen,Jetta
44594,2013,53657,Blair, NE,1FT8W3BT9DEA54349,Ford,Super
9500,2010,98422,Alpharetta, GA,5FNRL3H42AB047699,Honda,Odyssey5dr
16800,2014,74776,Columbia, MO,1VWBN7A3XEC012770,Volkswagen,PassatTDI
22994,2013,122305,Colorado Springs, CO,1FTFW1ET5DKF55280,Ford,F-150SuperCrew
20990,2010,62705,Danville, IL,1GTSKVE35AZ108999,GMC,Sierra
69800,2009,37393,Miami, FL,WDBVF78J19A002565,Maybach,574dr
20568,2012,131177,Delavan, WI,1FTFW1ETXCFA18783,Ford,F-1504WD
24900,2012,100736,Bluefield, WV,5N1BA0NE7CN619336,Nissan,Armada4WD
46000,2016,27634,Cullman, AL,3C6UR5DL3GG258101,Ram,25004WD
14991,2014,30234,Topeka, KS,3N1AB7AP8EY295870,Nissan,SentraS
11994,2015,34375,Brownsville, TN,1G1JE5SB5F4192933,Chevrolet,SonicSedan
11999,2015,16916,Colorado Springs, CO,JTLZE4FE3FJ079447,Scion,xBAutomatic
15642,2012,51647,Great Falls, MT,1G4GF5E3XCF223284,Buick,LaCrosseFWD
10988,2012,67828,West Islip, NY,1HGCP2F86CA005222,Honda,Accord
29000,2015,61315,Austin, TX,3GCPCREC7FG207048,Chevrolet,Silverado
8689,2010,92829,Honolulu, HI,2T1KU4EEXAC224196,Toyota,Matrix5dr
13000,2011,66109,Batavia, NY,1D4PU4GK8BW529460,Dodge,Nitro4WD
10995,2015,46395,Countryside, IL,KMHCT4AE3FU914231,Hyundai,AccentGLS
7495,2011,116053,Stone Mountain, GA,1FMCU0C72BKB57963,Ford,EscapeFWD
5999,2006,169203,Houston, TX,JH4KB16596C005800,Acura,RLAutomatic
44410,2017,1313,League City, TX,WDDWF4JB7HR255452,Mercedes-Benz,C-ClassC
23230,2013,32638,Philadelphia, PA,WBAXG5C53DD234899,BMW,5
5999,2000,230338,Morrow, GA,5TBRT3411YS060163,Toyota,Tundra2WD
28500,2014,29384,Raleigh, NC,1C4HJWDG3EL126823,Jeep,Wrangler
33851,2011,62871,Brentwood, TN,JTJBM7FX3B5019073,Lexus,GX
25888,2014,31011,Clermont, FL,JTHBF1D21E5005046,Lexus,IS
17997,2015,43499,Jacksonville, NC,3C4PDCBG1FT595273,Dodge,JourneySXT
8505,2012,34515,Manheim, PA,JM1DE1KZ5C0150002,Mazda,Mazda24dr
23950,2012,84451,Phoenix, AZ,WA1LGAFE1CD001750,Audi,Q7quattro
20000,2013,114446,Troy, MO,1FTFW1CT2DKF59628,Ford,F-150SuperCrew
4650,2007,172330,Florence, KY,JTDBT923671064446,Toyota,Yaris4dr
12916,2011,34806,Plainfield, IL,1FAHP2EW5BG142061,Ford,Taurus4dr
22783,2015,57731,Turnwater, WA,5TDKK3DC4FS579993,Toyota,"SiennaLE,"
25990,2014,85085,Chicago, IL,4JGDA5HB3EA283637,Mercedes-Benz,M-ClassML350
28991,2014,26401,Tampa, FL,WBA3N3C51EK230579,BMW,4
23639,2017,31333,New Castle, PA,2C4RDGEGXHR674927,Dodge,Grand
29000,2015,37031,Seekonk, MA,1FTFX1EF2FFC65663,Ford,F-1504WD
11000,2008,98750,Escondido, CA,2FMDK39C58BA32197,Ford,Edge4dr
14175,2010,42810,Abington, MA,1G4GE5EV1AF147505,Buick,LaCrosse4dr
19500,2010,80641,Raleigh, NC,2G1FT1EW8A9184768,Chevrolet,Camaro2dr
15662,2016,20163,Athens, OH,1FA6P0H7XG5132497,Ford,FusionSE
26316,2016,21518,Glendale, AZ,1GCRCNEH7GZ269256,Chevrolet,Silverado
10895,2014,55505,Hickory Hills, IL,1C3CCBAB5EN141788,Chrysler,200Sedan
34950,2014,48330,Austin, TX,JTHBE1D28E5002616,Lexus,IS
35800,2017,27310,Costa Mesa, CA,1G6AR5SX2H0129616,Cadillac,CTS
18985,2007,101703,Sagle, ID,5TEMU52N57Z325720,Toyota,Tacoma4WD
21534,2016,7330,North Richland Hills, TX,3CZRU6H59GM746253,Honda,HR-VAWD
26271,2014,35159,Bellevue, WA,WBA3B5C54EF599451,BMW,3
22871,2016,23836,Round Rock, TX,JF2SJAGC7GH539708,Subaru,Forester2.5i
21255,2017,35534,Colorado Springs, CO,5XYPGDA57HG220916,Kia,SorentoLX
17999,2014,31954,Denton, TX,5XYZU3LBXEG155585,Hyundai,Santa
48900,2017,30151,Brandon, MS,1GNSCBKC7HR217031,Chevrolet,TahoeLT
22600,2016,45437,Goodyear, AZ,2C3CDXCT1GH227644,Dodge,ChargerRT
25000,2006,107664,Las Vegas, NV,1FTWW33P66EB05883,Ford,Super
15599,2015,41760,Lindon, UT,JF2SJAFC8FH494679,Subaru,Forester2.5i
57392,2017,8114,Hutto, TX,1GC4K0CY9HF150954,Chevrolet,Silverado
72995,2015,19191,Alexandria, VA,WDDUG8FB4FA090671,Mercedes-Benz,S-ClassS550
6999,2008,120597,Sacramento, CA,1G1ZF57518F214808,Chevrolet,Malibu4dr
28991,2014,44826,Spring, TX,JTHBE1BL9E5044093,Lexus,GS
31995,2015,10347,Layton, UT,KNDME5C19F6036523,Kia,SedonaLimited
8900,2012,98202,Waldorf, MD,2T1BU4EE9CC759345,Toyota,Corolla4dr
26390,2014,21745,BALLWIN, MO,JN8AZ1MW1EW510543,Nissan,MuranoAWD
6995,2005,94635,Las Vegas, NV,WBANA53525B862989,BMW,5
14499,2013,101396,Marietta, GA,WBAXH5C53DDW12152,BMW,5
15394,2017,20760,Nelliston, NY,1G1BE5SM2H7193030,Chevrolet,CruzeSedan
6999,2004,124646,Locust Grove, VA,1FMZU73K64ZA83285,Ford,Explorer4dr
10500,2015,47265,Jacksonville, FL,1C3CDFBB3FD431747,Dodge,DartSXT
10363,2010,117344,Hamilton Square, NJ,JF2SH6CC7AH762868,Subaru,Forester4dr
18500,2016,49211,Liberty, MO,1N4BL3AP4GC142170,Nissan,Altima3.5
30562,2017,18887,Bradenton, FL,1C6RR6TT2HS547686,Ram,1500Big
15999,2014,39185,Franklin, TN,1HGCR2F36EA199123,Honda,Accord
18766,2013,51937,Bellevue, WA,JH4CU2F64DC010638,Acura,TSX5-Speed
14999,2016,17889,San Antonio, TX,3MZBM1M73GM288174,Mazda,Mazda3i
16495,2015,37167,Henderson, NV,3C4PDCBG4FT682410,Dodge,JourneySXT
43998,2017,8147,Westborough, MA,1FM5K8FH3HGA65547,Ford,Explorer4WD
28325,2012,81657,Jacksonville, FL,3GCPKSE22CG251522,Chevrolet,Silverado
9900,2012,107912,Alpharetta, GA,JN8AS5MT8CW605664,Nissan,RogueFWD
17000,2013,71144,Orem, UT,5XYZTDLB9DG044534,Hyundai,Santa
12711,2010,82634,Pleasanton, CA,WBANV9C57AC137100,BMW,5
31975,2014,40661,Buford, GA,5TDYKRFHXES038113,Toyota,HighlanderFWD
21000,2011,114480,Columbus, GA,1GNSKBE05BR209294,Chevrolet,Tahoe4WD
13877,2016,11588,Naperville, IL,5YFBURHE8GP397152,Toyota,CorollaL
14999,2012,62834,Fredericksburg, VA,WDDGF8BB0CR212803,Mercedes-Benz,C-ClassC300
56895,2015,28114,Isanti, MN,1FT8W4DT8FEB44422,Ford,Super
13995,2000,137670,Sherman Oaks, CA,JHMAP1143YT006021,Honda,S2000Manual
36900,2015,30777,East Petersburg, PA,YV4902NC9F1200431,Volvo,XC70T6
30888,2013,22625,Terrell, TX,1FTFW1CT8DKG22800,Ford,F-150SuperCrew
35474,2016,34481,Macon, GA,5TFDW5F18GX510059,Toyota,Tundra
19985,2015,22748,Merriam, KS,1N4BL3AP7FC100820,Nissan,Altima3.5
59998,2017,1722,NASHVILLE, TN,1LN6L9NC3H5614981,Lincoln,ContinentalReserve
12995,2016,34595,Roseville, CA,3N1CN7AP5GL807486,Nissan,VersaS
35800,2017,16121,Columbia, KY,1C4HJWEG2HL580774,Jeep,Wrangler
7995,2007,99910,Naperville, IL,JTMZD33V676038070,Toyota,RAV42WD
17995,2017,9691,Henderson, KY,3MYDLBYV1HY167636,Toyota,Yaris
21900,2010,60603,Teterboro, NJ,WDDHF8HB3AA224158,Mercedes-Benz,E-Class4dr
42995,2015,43754,Las Cruces, NM,1GNSCBKC7FR119145,Chevrolet,Tahoe2WD
20900,2015,41600,Ardmore, PA,5N1AT2MVXFC926356,Nissan,RogueSL
17508,2011,51320,Birmingham, AL,5TDZA3EHXBS009941,Toyota,HighlanderFWD
20362,2015,20410,Tampa, FL,JF2GPADC0F8246420,Subaru,XV
49899,2017,36882,Plano, TX,1FT7W2BT4HEB48747,Ford,Super
4700,2014,98272,Live Oak, FL,KL8CD6S95EC535565,Chevrolet,Spark1LT
3988,2001,122469,Moon Township, PA,1G8ZH52861Z298349,Saturn,SLSL1
17500,2014,28949,Raleigh, NC,1FMCU0G9XEUC50332,Ford,EscapeSE
30371,2017,14769,Hickory, NC,1FTEW1CGXHFA87868,Ford,F-150XLT
49995,2017,22592,SEGUIN, TX,1GNSCHKC6HR250346,Chevrolet,Suburban2WD
14800,2015,21436,Columbia, MO,1N4AL3APXFN334031,Nissan,Altima2.5
46994,2015,79826,Princeton, NJ,1GT120E83FF114996,GMC,Sierra
25980,2016,39193,New Orleans, LA,WBA8E9C57GK646941,BMW,3
16496,2014,71535,Baxley, GA,5J6RM3H51EL008749,Honda,CR-VEX
48930,2016,24592,Buford, GA,3C6UR5FL7GG268403,Ram,25004WD
40999,2016,11515,Fresno, CA,3GCPCSEC3GG324358,Chevrolet,Silverado
28470,2015,77000,Lincoln, NE,5GAKVCKD1FJ156550,Buick,EnclavePremium
26850,2016,19800,East Wenatchee, WA,WBA8E3G54GNT80476,BMW,3
14995,2007,64985,Houston, TX,1J4FA24157L180553,Jeep,Wrangler4WD
46899,2015,55189,Chesapeake, VA,1GNSKCKC9FR192347,Chevrolet,Tahoe4WD
35000,2017,7946,Murrieta, CA,5UXWZ7C37H0X38905,BMW,X3sDrive28i
17500,2016,49060,El Cajon, CA,1C4NJRFB3GD542860,Jeep,PatriotLatitude
24715,2015,48143,Summerville, SC,1FM5K7D84FGC58056,Ford,ExplorerXLT
27994,2013,58266,Fredericksburg, VA,5TFUY5F19DX314850,Toyota,Tundra
21500,2012,92146,Norcross, GA,WBAKB8C50CC964350,BMW,7
24449,2014,43125,Fort Collins, CO,WBA3B3C57EF545209,BMW,3
32487,2015,27146,Westmont, IL,WBA3B3C50FJ984069,BMW,3
28500,2015,2127,Clinton Township, MI,2G1FJ1EW3F9112745,Chevrolet,CamaroCoupe
11499,2014,92984,Pacoima, CA,3VWD17AJXEM395028,Volkswagen,Jetta
23957,2015,41682,Amherst, OH,1C4RJFAG6FC893138,Jeep,Grand
28923,2015,49119,Plano, TX,WA1LFAFP3FA004594,Audi,Q52.0T
20698,2015,41747,San Jose, CA,JM3KE4DY3F0488510,Mazda,CX-5Grand
26495,2017,8557,Plainfield, IL,1GNKRFED7HJ220066,Chevrolet,TraverseFWD
32975,2013,64340,Buffalo Grove, IL,WA1DGBFE4DD012737,Audi,Q73.0T
29876,2014,50089,Orland Park, IL,JTJBK1BA3E2039270,Lexus,RX
25500,2016,26002,Kansas City, KS,1GNKRGKD3GJ303311,Chevrolet,TraverseFWD
13963,2014,60604,Columbia, MO,1N4AL3AP7EC296137,Nissan,Altima2.5
12494,2017,31831,Victorville, CA,KMHD74LFXHU082257,Hyundai,Elantra4dr
37995,2016,16786,Austin, TX,WA1L2AFP2GA012148,Audi,Q5quattro
9877,2014,24408,Norwich, CT,1N4AZ0CP0EC335662,Nissan,LEAFS
11999,2014,63648,Sacramento, CA,1FMCU0F73EUC45442,Ford,EscapeS
20625,2014,25134,Fairfield, CA,JTDKN3DU6E1757995,Toyota,PriusThree
16896,2016,41976,Las Vegas, NV,1N4AL3AP7GN337518,Nissan,Altima2.5
34498,2014,31867,Valencia, CA,WBA5B1C50ED483967,BMW,5
9100,2012,93449,Urbana, IL,2G1WF5E32C1150508,Chevrolet,ImpalaLS
39493,2015,25626,Iowa City, IA,WA1CMAFP1FA058952,Audi,Q53.0TDI
15977,2014,54208,Inver Grove Heights, MN,4T1BF1FK5EU781101,Toyota,CamrySE
51990,2015,9200,Decatur, AL,1G1YK2D7XF5110588,Chevrolet,CorvetteCoupe
11878,2012,70723,Devon, PA,WMWZC5C54CWM12973,MINI,Cooper
18895,2015,41403,Sarasota, FL,JM3KE2DY7F0447740,Mazda,CX-5Grand
21900,2012,104512,Lyndhurst, NJ,1FTFW1ET3CFB60232,Ford,F-1504WD
20000,2016,18842,Long Island City, NY,2C4RDGCG5GR351676,Dodge,Grand
21991,2014,13193,Tacoma, WA,2T3BFREV4EW162278,Toyota,RAV44X4
10500,2011,63287,Tracy, CA,5NPEB4AC6BH045157,Hyundai,Sonata4dr
25995,2013,83389,San Antonio, TX,1FTFW1CT0DKE69989,Ford,F-150SuperCrew
13579,2015,57636,Memphis, TN,19XFB2F89FE069203,Honda,Civic
9067,2014,79454,Crossville, TN,1C4NJPBA0ED553054,Jeep,PatriotSport
21483,2015,24998,Alexandria, VA,YV1612TB3F1309829,Volvo,S60T5
9495,2013,50023,Gainesville, FL,1G1PA5SH0D7271612,Chevrolet,CruzeLS
8895,2006,160321,Fort Worth, TX,2HNYD18866H508432,Acura,MDX4WD
11868,2015,45495,Springfield, MO,1FADP3F24FL205793,Ford,FocusSedan
8472,2010,93014,Temple Hills, MD,1FMCU0D74AKA78033,Ford,EscapeFWD
29500,2014,14358,Del City, OK,3GYFNBE35ES657221,Cadillac,SRXLuxury
30995,2015,21365,Tahlequah, OK,2FMTK3J86FBC41805,Ford,EdgeSEL
28088,2015,45632,Mt. Juliet, TN,5FNYF4H39FB013072,Honda,PilotSE
15900,2014,33949,Delaware, OH,4T1BF1FK1EU400490,Toyota,CamrySE
15995,2016,42387,Brooklyn Center, MN,1G11E5SA1GF139773,Chevrolet,Malibu
11995,2014,47556,Bethlehem, PA,JTKJF5C75E3071122,Scion,tC2dr
21534,2016,26219,Longview, TX,1FA6P8TH6G5246169,Ford,MustangFastback
61500,2013,29009,Lawrenceville, NJ,WP1AD2A25DLA76840,Porsche,CayenneGTS
4995,2003,124040,Danbury, CT,SHSRD68473U104845,Honda,CR-V2WD
38000,2015,25510,Eugene, OR,WDCGG0EB0FG399510,Mercedes-Benz,GLK-ClassGLK250
40445,2014,72011,Brunswick, ME,1FTFW1R64EFC81360,Ford,F-1504WD
21998,2012,89283,Gastonia, NC,1N6BA0EC6CN329654,Nissan,Titan4WD
14295,2009,133163,Pensacola, FL,5TFRT54149X028418,Toyota,Tundra
25322,2016,6217,Ocala, FL,19UDE2F73GA013883,Acura,ILXAutomatic
18291,2015,38242,Los Angeles, CA,WMWZB3C52FWR45884,MINI,Cooper
5995,2007,131252,Ridgewood, NY,5NMSH73E47H003219,Hyundai,Santa
20990,2015,14403,Wilmington, NC,4S3BNAN67F3054724,Subaru,Legacy2.5i
22495,2015,49995,Opelousas, LA,2T3WFREVXFW168914,Toyota,RAV44X2
19299,2017,10,North Charleston, SC,5NPE34AF8HH563139,Hyundai,SonataSport
7995,2011,112360,Las Vegas, NV,1FAHP2EWXBG108889,Ford,Taurus4dr
38529,2015,12743,Houston, TX,WDDPK4HA5FF108896,Mercedes-Benz,SLK-ClassSLK250
29987,2017,22452,Wichita Falls, TX,1C6RR6TT7HS576181,Ram,1500Lone
17606,2014,36368,Myrtle Beach, SC,1FMCU9GX0EUD40981,Ford,EscapeSE
8595,2006,158375,Westminster, CO,1J4GR48K66C313198,Jeep,Grand
10995,2012,103893,Elverson, PA,5XYKTDA69CG231293,Kia,SorentoAWD
18185,2014,27333,Conroe, TX,1ZVBP8EM6E5285521,Ford,MustangConvertible
18500,2015,25915,Lima, OH,1HGCR2F55FA161496,Honda,Accord
20988,2014,42115,Houston, TX,1N4AA5APXEC474995,Nissan,Maxima3.5
23995,2013,81513,Hawthorne, NJ,3GCPKSE71DG185929,Chevrolet,Silverado
15531,2015,20898,Culver City, CA,5YFBURHE5FP193505,Toyota,CorollaLE
18077,2017,18745,Fort Worth, TX,5XXGT4L30HG119924,Kia,OptimaLX
43500,2016,28281,Miami Lakes, FL,1GNSKHKC3GR249060,Chevrolet,Suburban4WD
9735,2015,44125,Tulsa, OK,3FADP4BJ1FM129905,Ford,FiestaSedan
37988,2016,46076,Coon Rapids, MN,5FRYD4H49GB025415,Acura,MDXSH-AWD
12399,2014,41958,Bensenville, IL,KNAGM4A73E5459827,Kia,OptimaLX
43998,2015,28358,Fort Worth, TX,1FTEW1EF4FFA91383,Ford,F-1504WD
20499,2015,28482,Tulsa, OK,1HGCR2F86FA194369,Honda,Accord
12995,2009,27632,St Cloud, MN,2D8HN44E19R693814,Dodge,Grand
21995,2015,24270,Raleigh, NC,1FA6P8TH6F5374183,Ford,MustangFastback
10250,2012,87094,Enterprise, AL,4T1BF1FK4CU503254,Toyota,Camry4dr
34900,2017,7645,Carlsbad, CA,WDCTG4EB8HJ342371,Mercedes-Benz,GLAGLA
13781,2017,34537,Fort Worth, TX,3KPFL4A76HE009373,Kia,ForteLX
19991,2016,26584,Baytown, TX,5XYPG4A3XGG078428,Kia,SorentoL
12487,2016,43893,Dunn, NC,1FADP3F25GL304320,Ford,FocusSedan
21946,2015,36317,Albuquerque, NM,1HGCR2F76FA141498,Honda,Accord
37900,2014,35488,Portland, OR,WDDKK5KF6EF252329,Mercedes-Benz,E-ClassE350
11418,2011,83311,Denver, CO,1J4NF4GB9BD172388,Jeep,Patriot4WD
23288,2015,12780,Pembroke Pines, FL,WBY1Z4C57FV500756,BMW,i3Hatchback
16988,2016,39087,Fredericksburg, VA,1C4PJMCS7GW239830,Jeep,Cherokee4WD
9847,2010,127772,Fairfield, OH,3CZRE4H5XAG704696,Honda,CR-V4WD
19988,2015,15179,Fremont, CA,19VDE1F38FE000671,Acura,ILX5-Speed
18064,2011,122899,Worthington, OH,3GTP2VE30BG253813,GMC,Sierra
12500,2015,40776,Louisville, KY,19XFB2F58FE214463,Honda,Civic
12597,2007,173900,Lincoln, NE,1GNFK13027J401647,Chevrolet,Tahoe4WD
18909,2015,38818,Houston, TX,3C4PDCGG9FT505912,Dodge,JourneyCrossroad
19599,2015,27165,Colorado Springs, CO,JF1VA1G60F8802017,Subaru,WRXCVT
20844,2015,38072,Tifton, GA,2GNFLGEKXF6281008,Chevrolet,EquinoxAWD
28995,2014,48152,San Antonio, TX,3GTP1UEC5EG387315,GMC,Sierra
17539,2012,118269,Jacksonville, FL,1FTFW1CF5CFC70678,Ford,F-1502WD
9390,2016,38021,Miami, FL,1C3CDFBA8GD613405,Dodge,DartSXT
20950,2015,42090,Plano, TX,WBA3A5C52FP604256,BMW,3
27988,2016,2154,Norwood, MA,JTMDFREV0GJ102735,Toyota,RAV4AWD
9800,2012,109074,Long Island City, NY,2C4RDGCGXCR405497,Dodge,Grand
25000,2016,4330,Dallas, TX,2C3CDZAG7GH353279,Dodge,ChallengerSXT
18980,2015,23070,Akron, OH,5J6RM4H31FL054071,Honda,CR-VLX
25700,2017,7463,Bentonville, AR,2C3CDZAG8HH580823,Dodge,ChallengerSXT
20990,2008,79769,Marietta, GA,5TELU42N48Z532011,Toyota,Tacoma4WD
40479,2015,15560,Loveland, CO,WBA3V7C52FP771300,BMW,4
27725,2015,46402,El Paso, TX,5GAKRBKD4FJ141488,Buick,EnclaveLeather
24990,2017,25258,Mobile, AL,1FATP8UH0H5220587,Ford,MustangEcoBoost
21971,2016,8477,KEYPORT, NJ,JF2GPABC4G8208757,Subaru,CrosstrekPremium
26999,2014,39566,Orlando, FL,WDDKJ5KB8EF242451,Mercedes-Benz,E-ClassE350
13480,2008,104890,Hendersonville, NC,5GTEN13E088176539,HUMMER,H34WD
35999,2015,21501,Bowling Green, KY,1C4BJWEG3FL554767,Jeep,Wrangler
32703,2016,17282,Glendale Heights, IL,5N1AR2MM0GC654424,Nissan,PathfinderPlatinum
16949,2009,89061,Snellville, GA,WBAKA83599CY35311,BMW,7
22880,2017,6792,Watertown, CT,5XYPGDA55HG280662,Kia,SorentoLX
5000,2001,204040,North Hollywood, CA,3GNEC16T01G212373,Chevrolet,Suburban4dr
30977,2015,29172,Norwood, MA,1C4RJFBGXFC645229,Jeep,Grand
10985,2014,23064,Clearwater, FL,1N4AZ0CP3EC339236,Nissan,LEAFSL
28999,2015,30063,Johnston, RI,1C4RJFBG7FC130608,Jeep,Grand
17480,2015,64308,Houston, TX,2HKRM3H77FH515880,Honda,CR-VEX-L
21786,2014,24796,Waukesha, WI,5J6RM4H5XEL104756,Honda,CR-VEX
25904,2014,53017,Horsham, PA,1C4RJFBM1EC497962,Jeep,Grand
6997,2005,88412,Huntersville, NC,2G2WR524151327861,Pontiac,Grand
17999,2015,15325,Leesburg, FL,4S3BNBC63F3072890,Subaru,Legacy2.5i
23850,2015,39924,Grapevine, TX,5LMCJ1A9XFUJ10772,Lincoln,MKCFWD
16990,2014,33198,Taylorville, IL,1FMCU0GX5EUD36923,Ford,EscapeSE
7995,2007,151499,Fredricksburg, VA,WBANF33547CS41420,BMW,5
29897,2016,21144,Chantilly, VA,5FNYF6H30GB018030,Honda,Pilot4WD
34386,2016,23146,Redford, MI,1FM5K8D84GGA94573,Ford,Explorer4WD
31492,2016,43755,PEORIA, IL,1C4BJWDG1GL189296,Jeep,Wrangler
25998,2014,32773,Warren, MI,1C4RDJDG8EC973299,Dodge,DurangoLimited
15575,2015,52530,Grove City, OH,1C4PJMAB3FW708784,Jeep,CherokeeSport
27850,2013,54046,Hurricane, WV,2FMDK4AK9DBA06673,Ford,EdgeSport
14495,2010,123070,Chantilly, VA,1GTSKUEA2AZ246914,GMC,Sierra
29405,2017,30240,Vero Beach, FL,1FA6P8CFXH5227334,Ford,MustangGT
3989,2000,124842,Virginia Beach, VA,3VWSD29M2YM162684,Volkswagen,Jetta4dr
14900,2014,18618,Neptune, NJ,JN8AS5MV9EW711013,Nissan,Rogue
17582,2017,31941,Sauk City, WI,3C4PDCBG4HT511479,Dodge,JourneySXT
10950,2008,152358,Burlington, KS,1FMFU18558LA30539,Ford,Expedition4WD
6000,2008,142855,National City, CA,1B3LC56K58N227985,Dodge,Avenger4dr
18495,2013,33413,West Bend, WI,1FMCU9HX4DUB81203,Ford,EscapeSEL
36500,2015,29134,Clanton, AL,JN1BY1AP4FM542435,INFINITI,Q70V6
20490,2012,74915,Baltimore, MD,WA1DKAFP7CA022401,Audi,Q5quattro
25499,2012,96705,Fort Collins, CO,1C4BJWFG9CL163570,Jeep,Wrangler
11295,2013,50468,West Covina, CA,1C3CCBBB8DN734395,Chrysler,200Sedan
13000,2014,48572,Clearwater, FL,5NPEB4ACXEH873071,Hyundai,SonataGLS
11750,2013,42644,Warsaw, IN,1FADP3J20DL183067,Ford,FocusSedan
13955,2016,35759,Garden City, GA,5NPDH4AE5GH752107,Hyundai,ElantraSE
45458,2015,32526,Fort Worth, TX,1FTEW1EF0FFC93119,Ford,F-1504WD
31995,2016,28047,Oroville, CA,1FM5K8D87GGC23468,Ford,Explorer4WD
12000,2016,43156,Raytown, MO,KMHCT4AE7GU014837,Hyundai,AccentSE
13995,2015,31078,Rochester, NY,1N4AL3AP8FC200954,Nissan,Altima2.5
15872,2016,49439,Mesa, AZ,3FA6P0K93GR284175,Ford,FusionTitanium
16138,2017,4821,Clearwater, FL,5N1AT2MT7HC782699,Nissan,RogueS
10995,2008,90151,Sykesville, MD,YV4CZ982181449526,Volvo,XC90AWD
10404,2014,84503,San Bernadino, CA,2T1BURHE6EC063151,Toyota,CorollaL
15999,1997,7089,Puyallup, WA,1FTHX25G9VEC13412,Ford,F-250
19400,2017,31214,Wilmington, NC,1C4PJLDB6HW522469,Jeep,CherokeeLimited
18231,2017,36352,Fort Lauderdale, FL,KNDPMCAC7H7112925,Kia,SportageAWD
19791,2012,64923,Fife, WA,WA1LFAFP1CA031594,Audi,Q5quattro
11356,2013,51624,Raleigh, NC,5YFBU4EE3DP101098,Toyota,CorollaLE
26454,2014,47316,Huntersville, NC,1FTEW1CM6EFB03484,Ford,F-1502WD
